name,lat,lon,difficulty,national_park
Hoh River Trail to Mineral Creek Falls,47.8601,-123.9344,1,Olympic National Park
Cascade Canyon Trail,43.7672,-110.7442,3,Grand Teton National Park
Jenny Lake Trail,43.75094,-110.7238,3,Grand Teton National Park
Taggart Lake Loop,43.69309,-110.7328,1,Grand Teton National Park
"Mystic Falls, Fairy Creek and Little Firehole Loop",44.48515,-110.852,3,Yellowstone National Park
Delta Lake via Amphitheater Lake Trail,43.73484,-110.7415,5,Grand Teton National Park
Grand Prismatic Hot Spring,44.51531,-110.832,1,Yellowstone National Park
Surprise and Amphitheater Lakes Trail,43.73458,-110.7415,5,Grand Teton National Park
Hidden Falls Trail,43.75043,-110.7245,1,Grand Teton National Park
Upper Geyser Basin and Old Faithful Observation Point Loop,44.46011,-110.83,1,Yellowstone National Park
Phelps Lake Trail,43.62661,-110.7732,3,Grand Teton National Park
Canyon Rim North Trail to Inspiration Point,44.70805,-110.5011,3,Yellowstone National Park
Lake Solitude Trail,43.78486,-110.7274,5,Grand Teton National Park
West Thumb Geyser Basin Trail,44.41557,-110.5737,1,Yellowstone National Park
String Lake Trail,43.78854,-110.7306,1,Grand Teton National Park
Mammoth Hot Springs Area Trail,44.974,-110.7041,1,Yellowstone National Park
Taggart Lake and Bradley Lake Loop,43.69286,-110.7328,3,Grand Teton National Park
Artists Paintpots Trail,44.69631,-110.741,1,Yellowstone National Park
Avalanche Peak Trail,44.47151,-110.1425,5,Yellowstone National Park
Old Faithful Geyser Loop Trail,44.45952,-110.8264,1,Yellowstone National Park
"Upper Falls, Lower Falls and Crystal Falls Trail",44.70805,-110.5011,3,Yellowstone National Park
Death Canyon to Patrol Cabin,43.65579,-110.781,3,Grand Teton National Park
Brink of the Lower Falls Trail,44.71933,-110.4973,3,Yellowstone National Park
Midway Geyser Basin Trail,44.52844,-110.836,1,Yellowstone National Park
Fairy Falls,44.51599,-110.8326,1,Yellowstone National Park
Inspiration Point via Jenny Lake Boat Shuttle,43.767,-110.7441,1,Grand Teton National Park
Artist Point Trail,44.72022,-110.4797,1,Yellowstone National Park
Bradley Lake Trail,43.69315,-110.7329,3,Grand Teton National Park
Mud Volcano Trail,44.62415,-110.433,1,Yellowstone National Park
Leigh Lake Trail,43.78906,-110.7316,1,Grand Teton National Park
Norris Geyser Basin Complete Loop Trail,44.726,-110.701,1,Yellowstone National Park
Bunsen Peak,44.93227,-110.7278,3,Yellowstone National Park
Teton Crest Trail,43.59711,-110.8708,5,Grand Teton National Park
The Grand Teton Loop Trail,43.7527,-110.723,5,Grand Teton National Park
Lone Star Geyser Trail,44.44448,-110.804,1,Yellowstone National Park
Fairy Creek Trail to Imperial Geyser,44.51478,-110.8323,1,Yellowstone National Park
Fountain Paint Pot Trail,44.5484,-110.8072,1,Yellowstone National Park
Chittenden Road to Mount Washburn,44.82451,-110.4446,3,Yellowstone National Park
Colter Bay Lakeshore Trail,43.90306,-110.644,1,Grand Teton National Park
Mystic Falls,44.48531,-110.8522,1,Yellowstone National Park
Elephant Back Mountain Trail,44.55638,-110.403,3,Yellowstone National Park
Garnet Canyon Trail to Cleft Falls,43.73458,-110.7416,5,Grand Teton National Park
Paintbrush Canyon & String Lake Loop Trail to Lake Solitude,43.78488,-110.7274,3,Grand Teton National Park
Clear Lake Artist's Point Loop Trail,44.71557,-110.4957,1,Yellowstone National Park
Biscuit Basin Interpretive Trail,44.48496,-110.8522,1,Yellowstone National Park
Paintbrush Divide and Lake Solitude,43.78818,-110.7305,5,Grand Teton National Park
Osprey Falls Trail,44.95621,-110.701,3,Yellowstone National Park
Storm Point Loop,44.55948,-110.3277,1,Yellowstone National Park
Red Rock Point via Red Point Trail,44.72143,-110.4879,1,Yellowstone National Park
Tower Falls Trail,44.89205,-110.386,1,Yellowstone National Park
Union Falls Trail,44.13139,-110.82,5,Yellowstone National Park
Hidden Falls Trail,43.7673,-110.7441,3,Grand Teton National Park
Yellowstone Natural Bridge Trail,44.53333,-110.4383,3,Yellowstone National Park
Schwabacher's Landing Trail,43.71148,-110.6705,1,Grand Teton National Park
Phelps Lake Overlook,43.65616,-110.781,1,Grand Teton National Park
Black Sand Basin Trail,44.46212,-110.8533,1,Yellowstone National Park
Trout Lake Loop,44.89911,-110.1229,1,Yellowstone National Park
Yellowstone Lake Overlook Trail,44.41565,-110.5749,3,Yellowstone National Park
Lamar Valley Trail,44.86919,-110.1669,3,Yellowstone National Park
Lake Solitude via Lake Solitude and Cascade Canyon Trail,43.76705,-110.7441,5,Grand Teton National Park
Gibbon Falls,44.65227,-110.771,1,Yellowstone National Park
Woodland and Lake Creek Trail Loop,43.62649,-110.7736,3,Grand Teton National Park
Moose Ponds Trail,43.75094,-110.7237,1,Grand Teton National Park
Granite Canyon Trail,43.60742,-110.793,3,Grand Teton National Park
Seven Mile Hole Trail,44.72974,-110.4731,5,Yellowstone National Park
Point Sublime Trail,44.72018,-110.4797,1,Yellowstone National Park
Signal Mountain Trail,43.84321,-110.6107,3,Grand Teton National Park
Firehole River Swimming Area,44.61829,-110.86,1,Yellowstone National Park
Brink of the Upper Yellowstone Falls,44.71438,-110.5007,1,Yellowstone National Park
Canyon Rim South Trail to Point Sublime,44.70791,-110.5008,1,Yellowstone National Park
Mormon Row's Moulton Barn,43.66052,-110.6643,1,Grand Teton National Park
Geyser Hill Loop Trail and Observation Point,44.45954,-110.8263,1,Yellowstone National Park
Slough Creek Trail,44.94358,-110.3081,3,Yellowstone National Park
Wraith Falls,44.94241,-110.6234,1,Yellowstone National Park
Yellowstone Observation Point,44.45925,-110.8262,3,Yellowstone National Park
Bearpaw and Trapper Lake Trail,43.7886,-110.7309,3,Grand Teton National Park
Teton Village Wildflower Trail to Gondola Summit,43.5877,-110.8301,5,Grand Teton National Park
Leigh Lake Trail: Short Version,43.78867,-110.7306,1,Grand Teton National Park
Garnet Canyon to The Lower Saddle Trail,43.73523,-110.741,5,Grand Teton National Park
Petrified Forest Trail,44.91182,-110.3277,5,Yellowstone National Park
Holly Lake Trail,43.78486,-110.7274,5,Grand Teton National Park
Middle Teton Southwest Couloir,43.73476,-110.7414,5,Grand Teton National Park
Grand View Point Trail,43.89414,-110.569,3,Grand Teton National Park
Colter Bay Hermitage Point Trail,43.90129,-110.6416,1,Grand Teton National Park
Porcelain Basin Trail,44.72606,-110.7019,1,Yellowstone National Park
Back Basin Trail,44.72618,-110.7021,1,Yellowstone National Park
Lava Creek Canyon Trail to Undine Falls,44.97817,-110.6936,3,Yellowstone National Park
Old Faithful to Madison Junction,44.45639,-110.8338,1,Yellowstone National Park
Cascade Creek Trail to Terraced Falls,44.12908,-110.8476,3,Yellowstone National Park
Static Peak,43.65587,-110.781,5,Grand Teton National Park
Jenny Lake Loop via String Lake Trailhead,43.78485,-110.7272,3,Grand Teton National Park
Swan Lake and Heron Pond Trail,43.90115,-110.6416,1,Grand Teton National Park
Purple Mountain Trail,44.64644,-110.8551,3,Yellowstone National Park
Norris Geyser Basin,44.72626,-110.7014,1,Yellowstone National Park
Shoshone Lake Via Delacy Creek Trail,44.44681,-110.7012,1,Yellowstone National Park
Two Ocean Lake Trail,43.90098,-110.5013,3,Grand Teton National Park
Lost Lake Loop Trail,44.91265,-110.4166,1,Yellowstone National Park
Canyon Rim South Trail to Artist Point,44.7154,-110.4965,1,Yellowstone National Park
Cascade Canyon to Hurricane Pass Trail,43.74974,-110.729,5,Grand Teton National Park
Grand Teton National Park Road Trip,44.04762,-110.6896,1,Grand Teton National Park
Teton Village Tram Ride,43.58756,-110.8279,1,Grand Teton National Park
Lewis River Channel Loop,44.31995,-110.5994,3,Yellowstone National Park
Phelps Lake,43.6558,-110.7813,3,Grand Teton National Park
Hellroaring Creek to Yellowstone River,44.94897,-110.451,3,Yellowstone National Park
Death Canyon Loop,43.65579,-110.781,5,Grand Teton National Park
Teton Park Road,43.69806,-110.7289,1,Grand Teton National Park
Marion Lake Trail,43.59701,-110.8712,5,Grand Teton National Park
Cascade Lake Trail,44.75158,-110.485,3,Yellowstone National Park
Firehole Lake Drive,44.53535,-110.8177,1,Yellowstone National Park
Cascade Lake Trail to Observation Peak,44.75033,-110.4914,3,Yellowstone National Park
Calcite Springs Overlook Trail,44.90176,-110.3931,1,Yellowstone National Park
"Surprise, Amphitheater and Delta Lakes via Amphitheater Trail",43.73443,-110.7415,5,Grand Teton National Park
Riddle Lake Trail,44.35837,-110.582,1,Yellowstone National Park
Yellowstone River Picnic Area Loop Trail,44.91683,-110.4002,1,Yellowstone National Park
Jackson Hole Mountain Resort Loop,43.59724,-110.8712,3,Grand Teton National Park
Garnet Hill Loop Trail,44.91588,-110.4166,3,Yellowstone National Park
Mystic Falls - Geyser Basin Loop,44.48557,-110.8522,3,Yellowstone National Park
Electric Peak,44.97359,-110.7045,5,Yellowstone National Park
Ribbon Lake Trail,44.71981,-110.4801,1,Yellowstone National Park
Oxbow Bend Overlook,43.86616,-110.5476,1,Grand Teton National Park
Specimen Ridge Trail,44.91234,-110.3873,5,Yellowstone National Park
Bechler River Trail: Lone Star Trailhead to Belcher Ranger Station,44.44449,-110.8045,3,Yellowstone National Park
Dunanda Falls and Silver Scarf Falls Trail,44.14865,-111.0465,3,Yellowstone National Park
Mount Hunt Divide via Death Canyon Trail,43.65578,-110.781,5,Grand Teton National Park
Harlequin Lake Trail,44.64025,-110.8873,1,Yellowstone National Park
Monument Geyser Basin Trail,44.68367,-110.7445,3,Yellowstone National Park
Osprey Falls,44.93215,-110.728,3,Yellowstone National Park
Lake of the Crags Trail,43.76718,-110.7442,5,Grand Teton National Park
Delacy Creek Trail to Shoshone Lake,44.44681,-110.7015,5,Yellowstone National Park
Brink of Lower Falls via North Rim Trail,44.72148,-110.4878,1,Yellowstone National Park
Sepulcher Mountain Trail,44.97375,-110.7043,5,Yellowstone National Park
Ice Lake and Little Gibbon Falls Loop,44.71277,-110.62,1,Yellowstone National Park
The Thorofare and South Boundary Trail,44.50569,-110.2755,5,Yellowstone National Park
Lily Pad Lake via Artist's Point,44.71969,-110.48,1,Yellowstone National Park
Heart Lake Trail,44.31711,-110.5986,3,Yellowstone National Park
Colter Bay Village,43.90369,-110.6438,1,Grand Teton National Park
"Devil Staircase, Death Canyon Shelf and Phelps Lake",43.75571,-110.9153,5,Grand Teton National Park
Blacktail Deer Creek Trail,44.95555,-110.5936,3,Yellowstone National Park
Sentinel Meadows Trail,44.5672,-110.8351,3,Yellowstone National Park
Bunsen Peak Loop,44.93223,-110.7279,3,Yellowstone National Park
Palette Spring via Mammoth Terraces,44.9738,-110.7043,1,Yellowstone National Park
Lunch Tree Hill Trail,43.87751,-110.5779,1,Grand Teton National Park
Holly Lake via Leigh Lake Trail to Paintbrush Canyon Trail,43.78852,-110.7306,5,Grand Teton National Park
The Hoodoos,44.93225,-110.7281,3,Yellowstone National Park
Petrified Tree Trail,44.91556,-110.4384,1,Yellowstone National Park
South Rim to Ribbon Lake Loop Trail,44.71876,-110.4824,1,Yellowstone National Park
Fairy Falls and Imperial Geyser Loop,44.51543,-110.832,3,Yellowstone National Park
Specimen Ridge and Amethyst Mountain Trails,44.9124,-110.387,3,Yellowstone National Park
Upper and Lower Undine Falls,44.94085,-110.632,1,Yellowstone National Park
Black Tail Butte Peak Trail,43.66135,-110.6977,3,Grand Teton National Park
Mystic Falls to Ferry Creek Loop,44.50703,-110.8334,5,Yellowstone National Park
Clear Lake Artist's Point Loop via Wapiti Lake Trailhead,44.70785,-110.5007,1,Yellowstone National Park
Lamar River Trail,44.86912,-110.1667,3,Yellowstone National Park
Madison Junction to Norris Drive,44.6454,-110.8584,3,Yellowstone National Park
Yellowstone River Overlook Trail via Yellowstone Picnic Ground Trailhead,44.91681,-110.4005,1,Yellowstone National Park
Hayden Valley Trail,44.56523,-110.3746,5,Yellowstone National Park
Fairy Falls Lollipop Trail,44.56715,-110.835,3,Yellowstone National Park
Death Canyon and Phelps Lake Loop,43.65578,-110.781,3,Grand Teton National Park
Terrace Mountain Trail,44.93221,-110.728,3,Yellowstone National Park
Cunningham Cabin,43.77771,-110.5575,1,Grand Teton National Park
Duck Lake Trail,44.41623,-110.5751,3,Yellowstone National Park
Pelican Creek Nature Trail,44.56017,-110.3606,1,Yellowstone National Park
Seven Mile Hole to Mount Washburn Spur,44.72957,-110.4726,3,Yellowstone National Park
North South Highway: Moose to Rockefeller Parkway,43.65573,-110.7182,1,Grand Teton National Park
Mary Mountain-Nez Perce Trail,44.56985,-110.8163,5,Yellowstone National Park
Mallard Lake Trail,44.45828,-110.8259,3,Yellowstone National Park
Blacktail Butte Trail,43.62641,-110.6646,5,Grand Teton National Park
Tower-Roosevelt to Canyon Village Drive,44.91601,-110.4156,3,Yellowstone National Park
Black Canyon Trail,44.94903,-110.4504,3,Yellowstone National Park
Emma Matilda Lake Trail,43.87812,-110.572,3,Grand Teton National Park
Solitary Geyser,44.45921,-110.8263,3,Yellowstone National Park
West Yellowstone to Jackson Scenic Drive,44.65882,-111.0974,1,Yellowstone National Park
Dunraven Pass to Mount Washburn,44.78482,-110.4534,5,Yellowstone National Park
Heart Lake and the Snake River Trails,44.31743,-110.5981,5,Yellowstone National Park
Grebe Lake Trail,44.71791,-110.549,1,Yellowstone National Park
Fishing Bridge to West Thumb Scenic Drive,44.56789,-110.3848,1,Yellowstone National Park
Yellowstone River Trail,44.94884,-110.451,5,Yellowstone National Park
Lewis Lake Campground,44.28293,-110.6277,1,Yellowstone National Park
Lewis Lake Trail,44.32004,-110.5995,3,Yellowstone National Park
Wolf Lake Trail,44.71279,-110.6271,1,Yellowstone National Park
Rendezvous Mountain Trail,43.59695,-110.871,5,Grand Teton National Park
Lookout Rock Trail,43.87804,-110.572,3,Grand Teton National Park
Sentinel Meadows to Queen's Laundry,44.56764,-110.835,3,Yellowstone National Park
Norris Campground to Norris Basin Loop,44.73719,-110.697,3,Yellowstone National Park
Christian Pond Trail,43.87811,-110.5726,3,Grand Teton National Park
Firehole Falls via Little Firehole Trail,44.48502,-110.8524,3,Yellowstone National Park
Wapiti Lake Trail,44.70793,-110.5005,5,Yellowstone National Park
Electric Peak Trail,44.9322,-110.7279,5,Yellowstone National Park
Pebble Creek Trail To Bliss Pass,44.91591,-110.1092,5,Yellowstone National Park
Heart Lake Loop Trail,44.31735,-110.5982,3,Yellowstone National Park
Bighorn Pass Trail from Indian Creek Campground,44.88254,-110.735,3,Yellowstone National Park
Hidden Falls via String Lake Trail,43.78482,-110.7281,1,Grand Teton National Park
"Artist's Point, Lily Pad Lake, and Clear Lake Loop",44.71984,-110.4802,1,Yellowstone National Park
Yellowstone River Overlook Trail,44.92215,-110.4005,1,Yellowstone National Park
Bradley and Taggart Lakes via Valley Trail and Lupine Meadows,43.73472,-110.7414,3,Grand Teton National Park
Uncle Tom's Trail [CLOSED],44.71522,-110.4962,1,Yellowstone National Park
Boundary Creek to Buffalo Lake Trail,44.14896,-111.048,3,Yellowstone National Park
Mount Sheridan Trail,44.31741,-110.5982,5,Yellowstone National Park
Cave Falls to Bechler Falls,44.14487,-110.99756,1,Yellowstone National Park
Teton Canyon to Jenny Lake,43.75596,-110.9155,5,Grand Teton National Park
Black Warrior Lake and Firehole Lake,44.54427,-110.7851,1,Yellowstone National Park
Hanging Canyon to Lake of the Crags,43.78382,-110.7288,5,Grand Teton National Park
Teton Canyon to Phelps Lake via Alaska Basin Trail,43.75571,-110.9153,5,Grand Teton National Park
Mary Mountain-Nez Pierce Trail,44.68354,-110.4936,3,Yellowstone National Park
Bighorn Pass Trail from US 191,44.92807,-111.049,3,Yellowstone National Park
Clagett Butte - Snow Pass Loop,44.97374,-110.7043,3,Yellowstone National Park
Pelican Valley Trail,44.55984,-110.3187,3,Yellowstone National Park
Webb Canyon Trail-Moose Basin Divide-Owl Creek Canyon,44.08943,-110.7241,5,Grand Teton National Park
Wyoming Centennial Scenic Byway (North): Moran Junction to Dubois,43.84152,-110.5077,3,Grand Teton National Park
Teton Valley Trail,43.73452,-110.7415,3,Grand Teton National Park
Aspen Ridge Trail,43.62651,-110.7738,3,Grand Teton National Park
Crevice Lake Trail,44.95544,-110.5936,3,Yellowstone National Park
Granite Canyon to the Tram,43.58867,-110.8275,5,Grand Teton National Park
Beula Lake Trail,44.12557,-110.7863,3,Yellowstone National Park
Thunderer Cutoff Trail,44.92177,-110.0951,5,Yellowstone National Park
Chain of Lakes,44.71689,-110.634,3,Yellowstone National Park
Fawn Pass Trail,44.95067,-111.0589,5,Yellowstone National Park
Gneiss Creek Trail,44.79619,-111.1032,3,Yellowstone National Park
Rescue Creek Trail,44.95541,-110.5935,3,Yellowstone National Park
Howard Eaton Trail,44.56686,-110.3733,3,Yellowstone National Park
Wrangler Lake Trail,44.70766,-110.5003,3,Yellowstone National Park
South Fork Cascade Canyon to Hurricane Pass,43.76719,-110.7442,5,Grand Teton National Park
"Teton Canyon to Phelps Lake via Alaska Basin, Teton Crest, and Death Canyon Trails",43.75569,-110.9153,5,Grand Teton National Park
Snake River South Boundary Loop,44.13698,-110.6659,3,Yellowstone National Park
"Jade,  Upper Brooks, Rainbow Lakes Loop",43.75188,-110.0069,3,Grand Teton National Park
Gros Ventre Slide: Bridger-Teton National Forest,43.5743,-110.7331,1,Grand Teton National Park
Howard Eaton/Lone Star Trail,44.45363,-110.8296,3,Yellowstone National Park
Grebe Lake via Cascade Creek Trail,44.7352,-110.5033,3,Yellowstone National Park
